2019/05/29,,6800,,8000,,15000
2019/05/29,,450
2019/05/29,,450
2019/05/29,¥500,450
2019/05/29,¥900,4700
2019/05/29,¥500,450
2019/05/29,¥1300,219800
2019/05/29,¥3980,450
2019/05/29,¥3980,85800
2019/05/29,¥3980,450
2019/05/29,¥3980,450
2019/05/29,¥1200,450
2019/05/29,,450
